estacion,provincia,temp_max,temp_min,temp_med,viento_racha,viento_vel_max,prec_dia,prec_0_6h,prec_6_12h,prec_12_18h,prec_18_24h,fecha
Fisterra,A Coruña,8.6,4.9,6.8,64.0,34.0,0.8,0.0,0.0,0.8,0.0,2021-01-03
Mazaricos,A Coruña,6.9,1.4,4.2,,,7.8,2.0,1.4,2.8,1.6,2021-01-03
Sobrado,A Coruña,4.5,-1.2,1.6,,,12.6,1.2,1.2,9.0,1.2,2021-01-03
Santiago de Compostela Aeropuerto,A Coruña,6.9,0.6,3.8,41.0,21.0,3.7,0.3,0.8,2.3,0.3,2021-01-03
Noia,A Coruña,9.3,2.4,5.9,11.0,4.0,2.0,0.4,0.4,1.0,0.2,2021-01-03
Monte Iroite,A Coruña,,,,,,,,,,,2021-01-03
Boiro,A Coruña,8.9,0.9,4.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Padrón,A Coruña,7.9,2.4,5.2,17.0,12.0,2.2,0.0,0.3,1.9,0.0,2021-01-03
Santiago de Compostela,A Coruña,6.7,2.9,4.8,15.0,3.0,4.4,0.5,0.4,2.5,1.0,2021-01-03
"Rois, Casas do Porto",A Coruña,7.2,2.2,4.7,,,3.4,0.8,0.2,2.4,0.0,2021-01-03
Ossa de Montiel,Albacete,5.5,-5.8,-0.2,32.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villarrobledo,Albacete,6.4,-3.5,1.5,35.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Munera,Albacete,4.9,-3.6,0.7,30.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Yeste, Embalse Fuensanta",Albacete,7.6,0.9,4.2,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Yeste,Albacete,6.1,-1.0,2.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Hellín,Albacete,6.8,0.1,3.5,46.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Albacete Base Aérea,Albacete,5.9,-4.6,0.7,49.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Chinchilla,Albacete,3.7,-4.8,-0.6,44.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Albacete,Albacete,,,,,,,0.0,0.0,,,2021-01-03
Alcalá del Júcar,Albacete,6.4,-3.1,1.7,40.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Almansa,Albacete,6.4,-1.5,2.5,42.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Orihuela,Alacant/Alicante,12.6,1.8,7.2,52.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Pinoso,Alacant/Alicante,8.9,1.7,5.3,50.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Rojales,Alacant/Alicante,13.1,5.8,9.5,57.0,40.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villena,Alacant/Alicante,8.7,-4.1,2.3,51.0,31.0,,,,,,2021-01-03
Novelda,Alacant/Alicante,11.1,2.7,6.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Elche/Elx,Alacant/Alicante,14.7,3.4,9.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alicante-Elche Aeropuerto,Alacant/Alicante,13.0,3.0,8.0,61.0,44.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alicante/Alacant,Alacant/Alicante,13.4,4.4,8.9,43.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Benidorm,Alacant/Alicante,13.1,0.0,6.6,25.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Jávea/ Xàbia,Alacant/Alicante,14.8,0.1,7.5,39.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alcoy/Alcoi,Alacant/Alicante,9.5,0.2,4.9,41.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Vélez Blanco - Topares,Almería,3.8,-5.3,-0.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Adra,Almería,15.3,7.1,11.2,24.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
El Ejido,Almería,16.3,5.2,10.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Roquetas de Mar,Almería,14.6,0.9,7.8,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Abla,Almería,9.8,-1.0,4.4,29.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Láujar de Andarax,Almería,6.2,-3.6,1.3,78.0,54.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Almería Aeropuerto,Almería,14.5,6.1,10.3,67.0,45.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cabo de Gata,Almería,16.0,9.0,12.5,82.0,37.0,,,,,,2021-01-03
"Garrucha, Puerto",Almería,13.6,6.0,9.8,47.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Albox,Almería,10.9,1.5,6.2,62.0,45.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Huércal-Overa,Almería,12.0,3.4,7.7,54.0,34.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Aramaio,Araba/Álava,1.6,-0.3,0.7,,,8.4,0.4,1.2,5.8,1.0,2021-01-03
Amurrio,Araba/Álava,5.8,0.6,3.2,21.0,10.0,6.4,0.8,2.8,1.6,1.2,2021-01-03
Lalastra,Araba/Álava,,,,,,,,,,,2021-01-03
Agurain/Salvatierra,Araba/Álava,2.9,-3.9,-0.5,18.0,9.0,2.6,0.2,1.8,0.4,0.2,2021-01-03
Vitoria Gasteiz Aeropuerto,Araba/Álava,3.9,-0.1,1.9,28.0,21.0,0.7,0.0,0.6,0.0,0.1,2021-01-03
Labastida,Araba/Álava,3.3,-0.9,1.2,26.0,14.0,6.4,0.8,1.8,3.2,0.6,2021-01-03
Leza,Araba/Álava,3.3,-0.1,1.6,,,10.8,0.2,1.4,7.2,2.0,2021-01-03
Campezo/Kanpezu,Araba/Álava,,,,,,8.0,0.0,1.6,5.6,0.8,2021-01-03
Cabrales,Asturias,2.3,0.0,1.1,32.0,21.0,24.0,4.6,6.8,9.2,3.4,2021-01-03
Llanes,Asturias,8.0,4.5,6.3,44.0,19.0,23.0,5.2,6.6,5.8,5.4,2021-01-03
"Amieva, Panizales",Asturias,3.2,1.0,2.1,14.0,7.0,31.8,8.0,8.6,10.0,5.2,2021-01-03
"Piloña, Bargaéu",Asturias,4.2,1.7,2.9,26.0,14.0,35.2,8.6,10.6,13.0,3.0,2021-01-03
Colunga,Asturias,6.8,3.9,5.4,37.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Gijón, Campus",Asturias,6.3,4.2,5.3,32.0,15.0,21.2,4.2,6.0,9.0,2.0,2021-01-03
Cabo Peñas,Asturias,8.7,5.6,7.1,72.0,37.0,,,,,,2021-01-03
Asturias Aeropuerto,Asturias,7.2,3.8,5.5,55.0,32.0,32.3,4.3,9.7,15.1,3.2,2021-01-03
Pajares-Valgrande,Asturias,-1.8,-4.8,-3.3,2.0,1.0,12.4,0.3,3.2,4.5,4.4,2021-01-03
"Lena, Ronzón",Asturias,5.4,1.4,3.4,20.0,11.0,5.6,0.4,1.0,2.0,2.2,2021-01-03
"Aller, Felechosa",Asturias,1.9,-0.2,0.8,27.0,15.0,42.4,6.6,3.8,24.0,8.0,2021-01-03
"Mieres, Baiña",Asturias,6.6,2.9,4.8,30.0,12.0,14.4,2.0,3.2,5.4,3.8,2021-01-03
Oviedo,Asturias,4.8,2.3,3.6,41.0,21.0,15.0,2.0,4.0,5.2,3.8,2021-01-03
"Tineo, Soutu",Asturias,4.9,1.5,3.2,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Pola de Somiedo,Asturias,2.9,0.1,1.5,19.0,8.0,9.6,0.6,2.0,2.4,4.6,2021-01-03
"Salas, Camuño",Asturias,5.8,2.0,3.9,36.0,17.0,15.0,2.0,2.8,8.4,1.8,2021-01-03
Cabo Busto,Asturias,7.8,5.3,6.6,,,,,,,,2021-01-03
Degaña,Asturias,-1.8,-3.4,-2.6,,,,,,,,2021-01-03
"Ibias, San Antolin",Asturias,1.3,-0.1,0.6,31.0,24.0,4.6,0.2,1.6,2.2,0.6,2021-01-03
"Villayón, Oneta",Asturias,3.3,0.7,2.0,23.0,12.0,15.2,2.6,2.4,6.2,4.0,2021-01-03
Castropol,Asturias,7.2,3.8,5.5,31.0,14.0,20.8,4.2,4.5,7.8,4.3,2021-01-03
"Taramundi, Ouria",Asturias,4.6,1.4,3.0,28.0,14.0,23.0,4.2,5.4,7.0,6.4,2021-01-03
Puerto de Leitariegos,Asturias,-1.4,-4.7,-3.0,,,2.8,0.6,1.4,0.2,0.6,2021-01-03
Muñotello,Ávila,2.8,-4.6,-0.9,50.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Ávila,Ávila,4.2,-4.4,-0.1,35.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Gotarrendura,Ávila,3.4,-3.9,-0.3,46.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Arevalo,Ávila,2.3,-4.2,-0.9,32.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Rivilla de Barajas,Ávila,1.5,-3.6,-1.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Barco de Avila,Ávila,4.8,-7.3,-1.3,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Puerto El Pico,Ávila,3.8,-7.1,-1.6,37.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cebreros,Ávila,,,,,,,,,0.0,,2021-01-03
Candeleda,Ávila,11.9,-3.7,4.1,30.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Herrera del Duque,Badajoz,8.1,-5.0,1.6,25.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Peraleda del Zaucejo,Badajoz,7.5,-4.6,1.5,28.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Castuera,Badajoz,8.0,-0.5,3.8,26.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Navalvillar de Pela,Badajoz,8.8,-3.5,2.7,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Don Benito,Badajoz,10.1,-1.1,4.5,26.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Llerena,Badajoz,7.6,-0.6,3.5,28.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villafranca de los Barros,Badajoz,8.7,-2.7,3.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Mérida,Badajoz,11.1,-4.3,3.4,18.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Zafra,Badajoz,10.1,-4.1,3.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Almendralejo,Badajoz,9.2,-1.5,3.8,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Badajoz Aeropuerto,Badajoz,10.8,-1.5,4.7,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alburquerque,Badajoz,10.1,-3.7,3.2,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Puebla de Obando,Badajoz,9.5,-0.7,4.4,26.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Badajoz,Badajoz,11.3,-3.3,4.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Olivenza,Badajoz,10.5,0.4,5.5,20.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alconchel,Badajoz,10.8,-1.3,4.8,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Barcarrota,Badajoz,9.6,-5.1,2.3,23.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villanueva del Fresno,Badajoz,,,,,,,,,,,2021-01-03
Monesterio,Badajoz,6.7,-0.9,2.9,31.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Fuente de Cantos,Badajoz,7.2,-0.8,3.2,31.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Jerez de los Caballeros,Badajoz,9.7,-3.7,3.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Fregenal de la Sierra,Badajoz,8.4,-4.4,2.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Azuaga,Badajoz,7.6,-1.8,2.9,29.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Pontons,Barcelona,6.6,-2.7,1.9,42.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Vilafranca del Penedès,Barcelona,10.5,-0.6,4.9,22.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Sitges,Barcelona,9.5,1.6,5.6,33.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Barcelona Aeropuerto,Barcelona,9.7,2.1,5.9,28.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Berga,Barcelona,4.2,-3.4,0.4,18.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Balsareny,Barcelona,8.1,-4.7,1.7,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Prats de Lluçanès,Barcelona,5.0,-4.8,0.1,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Moià,Barcelona,,,,,,,,,,,2021-01-03
Manresa,Barcelona,8.1,-2.4,2.9,26.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Monistrol de Montserrat,Barcelona,2.2,-2.5,-0.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Igualada,Barcelona,9.2,0.2,4.7,25.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Corbera, Pic d'Agulles",Barcelona,,,,,,,0.0,0.0,0.0,,2021-01-03
Barcelona,Barcelona,9.7,4.2,6.9,42.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Barcelona, Museo Marítimo",Barcelona,10.3,4.7,7.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Caldes de Montbui,Barcelona,9.1,0.1,4.6,25.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Arenys de Mar,Barcelona,10.6,2.0,6.3,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Santa Susanna,Barcelona,8.7,-1.6,3.5,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Fogars de Montclús,Barcelona,5.1,-2.4,1.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Tona,Barcelona,5.1,-3.6,0.8,22.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Sant Julià  de Vilatorta,Barcelona,5.2,-4.2,0.5,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Forua,Bizkaia,5.9,2.9,4.4,31.0,17.0,26.4,5.2,2.8,8.6,9.8,2021-01-03
Machichaco,Bizkaia,6.4,3.9,5.2,62.0,33.0,13.0,1.0,1.6,3.4,7.0,2021-01-03
Punta Galea,Bizkaia,9.7,4.6,7.1,39.0,19.0,21.9,4.4,6.8,7.5,3.2,2021-01-03
Orozko,Bizkaia,4.9,0.2,2.6,18.0,9.0,19.8,2.4,4.8,10.6,2.0,2021-01-03
Abadiño,Bizkaia,1.5,-1.0,0.3,,,3.6,0.0,0.6,2.8,0.2,2021-01-03
Amorebieta--Etxano,Bizkaia,5.5,2.0,3.8,25.0,14.0,25.2,7.2,4.0,9.0,5.0,2021-01-03
Balmaseda,Bizkaia,4.8,0.9,2.9,,,22.2,3.0,7.4,9.0,2.8,2021-01-03
Bilbao Aeropuerto,Bizkaia,6.4,2.9,4.7,45.0,21.0,18.9,3.8,5.8,6.5,2.8,2021-01-03
Sopuerta,Bizkaia,5.2,1.1,3.1,26.0,14.0,30.4,2.2,4.2,17.6,6.4,2021-01-03
Coruña del Conde,Burgos,1.5,-4.3,-1.4,35.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Aranda de Duero,Burgos,2.7,-4.0,-0.6,35.0,18.0,0.2,0.0,0.0,0.0,0.2,2021-01-03
Pedrosa del Príncipe,Burgos,4.6,-5.5,-0.5,37.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Palacios de la Sierra,Burgos,-0.6,-3.1,-1.8,38.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Monterrubio de la Demanda,Burgos,-1.8,-3.7,-2.8,37.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villamayor de los Montes,Burgos,3.0,-4.7,-0.8,32.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Burgos Aeropuerto,Burgos,2.7,-3.8,-0.5,39.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Santa Gadea de Alfoz,Burgos,1.0,-2.2,-0.6,,,7.4,0.0,0.0,7.4,0.0,2021-01-03
Sargentes de la Lora,Burgos,,,,,,3.0,0.0,0.0,3.0,0.0,2021-01-03
Briviesca,Burgos,3.1,-1.9,0.6,36.0,26.0,0.4,0.0,0.2,0.2,0.0,2021-01-03
Medina de Pomar,Burgos,6.0,-2.3,1.9,26.0,12.0,2.6,0.4,2.0,0.0,0.2,2021-01-03
Miranda de Ebro,Burgos,4.6,-0.6,2.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Belorado,Burgos,,,,,,4.8,0.0,0.0,0.0,4.8,2021-01-03
Navalvillar de Ibor,Cáceres,4.5,-3.0,0.8,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Madrigal de la Vera,Cáceres,8.6,-1.9,3.4,32.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Navalmoral de la Mata,Cáceres,10.0,-5.4,2.3,48.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Garganta la Olla,Cáceres,7.8,0.8,4.3,47.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Serradilla,Cáceres,8.7,-2.3,3.2,31.0,19.0,,,,,,2021-01-03
Jaraicejo,Cáceres,8.1,-2.2,3.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cáceres,Cáceres,9.1,0.1,4.6,33.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cañaveral,Cáceres,10.1,0.1,5.1,37.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Nuñomoral,Cáceres,8.3,-2.1,3.1,33.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Guijo de Granadilla,Cáceres,9.1,-2.3,3.4,24.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Hervás,Cáceres,5.9,-2.1,1.9,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Montehermoso,Cáceres,9.5,-3.4,3.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Tornavacas,Cáceres,6.6,-1.9,2.3,40.0,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Piornal,Cáceres,3.7,-4.1,-0.2,41.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Plasencia,Cáceres,9.2,-1.0,4.1,24.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Coria,Cáceres,11.0,-0.5,5.3,29.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Hoyos,Cáceres,9.8,-2.2,3.8,35.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Zarza La Mayor,Cáceres,11.1,-2.3,4.4,28.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Valverde del Fresno,Cáceres,9.7,1.5,5.6,35.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Aliseda,Cáceres,10.1,-1.6,4.3,25.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Brozas,Cáceres,8.9,-0.9,4.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Valencia de Alcántara,Cáceres,8.8,-2.5,3.2,30.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Guadalupe,Cáceres,8.8,-3.7,2.6,23.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cañamero,Cáceres,6.3,-3.7,1.3,29.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Zorita,Cáceres,8.5,-1.2,3.6,27.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alcuescar,Cáceres,8.5,-2.1,3.2,33.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Chipiona,Cádiz,12.2,1.0,6.6,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Rota, Base Naval",Cádiz,12.8,0.1,6.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Grazalema,Cádiz,6.8,-2.2,2.3,23.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Olvera,Cádiz,9.6,-1.0,4.3,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
El Bosque,Cádiz,10.5,-2.1,4.2,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
San José del Valle,Cádiz,11.8,1.2,6.5,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Jerez de la Frontera Aeropuerto,Cádiz,12.7,-3.1,4.8,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
San Fernando,Cádiz,11.7,3.5,7.6,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Cádiz,Cádiz,12.8,5.1,9.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Medina Sidonia,Cádiz,12.4,-1.5,5.4,23.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Vejer de la Frontera,Cádiz,12.0,4.8,8.4,28.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Barbate,Cádiz,13.5,1.0,7.3,26.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Tarifa,Cádiz,11.7,2.7,7.2,31.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Jimena de la Frontera,Cádiz,13.2,-1.7,5.7,34.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
San Roque,Cádiz,14.4,1.9,8.1,32.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Castro Urdiales,Cantabria,7.3,4.1,5.7,62.0,35.0,25.1,1.8,8.8,10.0,4.5,2021-01-03
Ramales de la Victoria,Cantabria,5.9,0.9,3.4,19.0,7.0,33.2,2.4,17.6,11.0,2.2,2021-01-03
"Barcena de Cicero, Treto",Cantabria,7.0,3.6,5.3,37.0,18.0,33.2,3.4,7.6,17.0,5.2,2021-01-03
"Soba, Alto Miera",Cantabria,1.5,-0.3,0.6,30.0,15.0,39.2,14.8,10.8,8.4,5.2,2021-01-03
Santander Aeropuerto,Cantabria,7.0,4.1,5.5,48.0,29.0,44.4,6.0,18.6,16.6,3.2,2021-01-03
Santander,Cantabria,7.2,4.0,5.6,75.0,42.0,46.6,6.2,17.2,17.2,6.0,2021-01-03
Villacarriedo,Cantabria,6.2,1.5,3.8,42.0,17.0,12.0,4.4,2.4,2.8,2.4,2021-01-03
"Los Tojos, Bárcena Mayor",Cantabria,3.9,0.1,2.0,19.0,9.0,20.2,9.6,1.4,2.8,6.4,2021-01-03
San Felices de Buelna,Cantabria,6.3,2.6,4.5,34.0,18.0,11.2,0.6,2.2,4.6,3.8,2021-01-03
"Torrelavega, Sierrapando",Cantabria,6.0,3.2,4.6,55.0,32.0,13.0,2.6,2.4,5.0,3.0,2021-01-03
San Vicente de la Barquera,Cantabria,7.1,3.7,5.4,62.0,33.0,36.4,12.8,9.7,6.0,7.9,2021-01-03
"Camaleño, Fuente De",Cantabria,1.9,-2.6,-0.3,13.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
"Cillórigo de Liébana, Tama",Cantabria,4.0,0.1,2.1,16.0,8.0,14.0,1.6,2.2,6.2,4.0,2021-01-03
Tresviso,Cantabria,1.1,-1.7,-0.3,51.0,30.0,6.2,0.6,2.2,2.0,1.4,2021-01-03
"Santillana del Mar, Altamira",Cantabria,5.8,2.8,4.3,40.0,17.0,17.0,1.4,4.2,5.6,5.8,2021-01-03
Reinosa,Cantabria,2.8,-2.6,0.1,50.0,32.0,6.0,3.4,0.1,1.2,1.3,2021-01-03
Alto Campoo,Cantabria,-2.9,-5.9,-4.4,52.0,27.0,11.1,2.6,1.2,2.8,4.5,2021-01-03
"Valderredible, Cubillo de Ebro",Cantabria,4.6,-4.1,0.3,24.0,12.0,1.2,0.8,0.0,0.2,0.2,2021-01-03
"Valderredible, Polientes",Cantabria,5.4,-3.0,1.2,17.0,10.0,0.9,0.2,0.0,0.7,0.0,2021-01-03
Segorbe,Castelló/Castellón,8.9,2.4,5.6,51.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Montanejos,Castelló/Castellón,7.0,1.2,4.1,56.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villafranca del Cid/Vilafranca,Castelló/Castellón,3.5,-3.8,-0.1,67.0,42.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Atzeneta del Maestrat,Castelló/Castellón,11.1,-1.5,4.8,66.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Castellón - Almassora,Castelló/Castellón,13.8,4.1,9.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Torreblanca,Castelló/Castellón,13.4,4.3,8.8,57.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
La Pobla de Benifassà-Fredes,Castelló/Castellón,0.6,-4.9,-2.2,89.0,52.0,0.8,0.0,0.0,0.8,0.0,2021-01-03
Vinaròs,Castelló/Castellón,,,,,,,,,,,2021-01-03
Morella,Castelló/Castellón,3.3,-2.8,0.3,62.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Castellfort,Castelló/Castellón,2.0,-4.2,-1.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-03
Ceuta,Ceuta,13.2,7.0,10.1,34.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Alcazar de San Juan,Ciudad Real,6.8,-3.8,1.5,23.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Tomelloso,Ciudad Real,7.1,-2.5,2.3,29.0,14.0,0.2,0.0,0.2,0.0,0.0,2021-01-03
Ciudad Real,Ciudad Real,8.0,-3.0,2.5,28.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Villanueva de los Infantes,Ciudad Real,5.4,-4.3,0.5,33.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Valdepeñas,Ciudad Real,7.2,-4.7,1.3,27.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Viso del Marqués,Ciudad Real,7.9,-3.6,2.2,29.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Abenójar,Ciudad Real,6.2,-4.8,0.7,34.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Puebla de Don Rodrigo,Ciudad Real,9.3,-6.6,1.4,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Almadén,Ciudad Real,8.8,-3.7,2.6,24.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Puertollano,Ciudad Real,7.5,-5.2,1.2,27.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
Fuencaliente,Ciudad Real,8.4,-5.1,1.6,29.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
